job_id,job_title,job_category,experience_level,skills_core,skills_common,skills_optional,soft_skills
junior_payments_systems_analyst,Junior Payments Systems Analyst,Banking,Junior,payment flow monitoring|ticketing software usage|regulatory compliance basics|documentation drafting|basic excel usage,email correspondence|software testing support|data accuracy checks|team collaboration|meeting attendance|training materials review|issue logging,sql stored procedures|json formatting|basic python scripting|visual basic macros,attention to detail|patience|active listening|responsibility|curiosity
payments_systems_analyst,Payments Systems Analyst,Banking,Mid,payment flow monitoring|ticketing workflow management|regulatory compliance adherence|requirements specification drafting|intermediate relational database skills|api interaction debugging,advanced excel functions|stakeholder relationship building|root cause analysis|test case execution|cross team communication|process documentation|vendor ticket escalation,rpa tool implementation|cloud database experience|iso 20022 translation|power bi dashboards,critical thinking|negotiation|mentorship|adaptability|conflict resolution
senior_payments_systems_analyst,Senior Payments Systems Analyst,Banking,Senior,payment infrastructure oversight|incident lifecycle management|regulatory strategy definition|strategic documentation governance|enterprise database architecture|system integration planning,budget resource allocation|executive presentation skills|audit preparation leadership|legacy system modernization|performance tuning|disaster recovery planning|market trend analysis,ai/ml fraud prevention|global payment expansion|fintech partnership strategy|security penetration testing,strategic vision|decisive leadership|emotional intelligence|influencing stakeholders|innovative problem solving
junior_loan_servicing_coordinator,Junior Loan Servicing Coordinator,Banking,Junior,payment processing|account maintenance|compliance fundamentals|internal systems,microsoft outlook|excel spreadsheets|customer database access|filing systems|phone etiquette|incident reporting|shift coordination,insurance codes|mortgage terminology|branch support|batch processing,dependability|listening skills|politeness|punctuality
loan_servicing_coordinator,Loan Servicing Coordinator,Banking,Mid,payment processing|account maintenance|compliance fundamentals|internal systems|process optimization|customer conflict resolution,pivot table analysis|email campaigns|loan deferral setup|escrow review|compliance checklists|interdepartmental communications|ticketing systems,jira ticketing|confluence docs|salesforce reports|sap access,coaching juniors|prioritization|emotional regulation|negotiation tactics
senior_loan_servicing_coordinator,Senior Loan Servicing Coordinator,Banking,Senior,payment processing|account maintenance|compliance fundamentals|internal systems|process optimization|enterprise strategizing,capital allocation|regulatory liaison|kpi monitoring|vendor negotiation|risk frameworks|talent retention|succession planning,industry conference speaking|merger integration|predictive analytics|board reporting,visionary thinking|executive presence|crisis decision making|cross sector networking
junior_bank_fraud_examiner,Junior Bank Fraud Examiner,Banking,Junior,transaction monitoring|basic regulatory compliance|microsoft excel|case documentation|attention to detail|initial screening,sql basics|aml awareness|risk flagging|data verification|report drafting|peer communication,tableau beginner|basic python|language proficiency|audit shadowing|caseware,active listening|empathy|organizational skills|punctuality|openness to feedback
bank_fraud_examiner,Bank Fraud Examiner,Banking,Mid,fraud investigation|bsa aml compliance|sql query optimization|evidence gathering|case management|risk assessment,pattern recognition|stakeholder communication|process improvement|regulatory reporting|technology utilization|file management|quality assurance,advanced analytics|forensic accounting|legal interaction|project coordination|cfe certification,critical thinking|decisiveness|confidentiality|independence|professionalism
senior_bank_fraud_examiner,Senior Bank Fraud Examiner,Banking,Senior,fraud strategy|program oversight|policy development|team leadership|regulatory liaison|budget management,predictive modeling|executive reporting|vendor management|crisis intervention|change management|resource allocation|cross department alignment,ai integration|public relations|advanced statistics|thought leadership|global standards,mentoring|influence|strategic vision|conflict resolution|high level negotiation
junior_front_desk_agent,Junior Front Desk Agent,Hospitality,Junior,guest greetings|pms operation|payment verification|booking accuracy,telephone etiquette|brand awareness|cleanliness maintenance|timekeeping|data privacy compliance|basic safety protocols,multilingual skills|first aid certified|social media presence|event planning support|photography,patience|friendliness|punctuality|reliability|emotional stability
front_desk_agent,Front Desk Agent,Hospitality,Mid,guest greetings|pms operation|payment verification|booking accuracy|upsell proficiency,revenue reporting|cross-departmental coordination|shift management support|guest retention tactics|advanced software features|vendor relations,sales forecasting|language certification|public speaking|project management|cybersecurity training,empathy|decisive action|coaching readiness|negotiation skills|stress tolerance
senior_front_desk_agent,Senior Front Desk Agent,Hospitality,Senior,guest greetings|pms operation|payment verification|booking accuracy|upsell proficiency|team leadership,operational audits|budget forecasting|hr scheduling|policy development|crisis management|performance metrics analysis,strategic planning|change management|succession planning|legal compliance advisory|digital transformation literacy,mentorship|conflict resolution leadership|visionary thinking|delegation trust|cultural sensitivity
junior_concierge,Junior Concierge,Hospitality,Junior,telephone etiquette|front desk operations|guest request logging|basic safety protocols,email correspondence|cash handling|daily shift reporting|task prioritization|interdepartmental communication,second language fluency|social media monitoring|event ticket coordination,patience|enthusiasm|attention to detail
concierge,Concierge,Hospitality,Mid,telephone etiquette|front desk operations|guest request logging|basic safety protocols|reservation system access,complaint resolution|vendor relationship management|travel itinerary planning|multi-channel communication|upselling techniques|data privacy compliance,partnership negotiation|specialized tour booking|cultural sensitivity training,assertiveness|adaptability|conflict resolution
senior_concierge,Senior Concierge,Hospitality,Senior,telephone etiquette|front desk operations|guest request logging|basic safety protocols|reservation system access|staff supervision,budget management|service protocol design|kpi analysis|training programs|stakeholder management|crisis management,crm implementation|sustainability initiatives|community relations,leadership|decision making|emotional intelligence
junior_room_attendant,Junior Room Attendant,Hospitality,Junior,room cleaning|bed making|bathroom sanitation|supply restocking|safety compliance|waste disposal,checklist adherence|time management|room inspection|uniform maintenance|luggage handling|noise awareness|customer greeting,laundry knowledge|pos system access|eco-friendly products|maintenance reporting|language skills,reliability|attention to detail|physical stamina|respectful tone|peer cooperation
room_attendant,Room Attendant,Hospitality,Mid,room cleaning|bed making|bathroom sanitation|supply restocking|safety compliance|guest relations,incident reporting|vip handling|inventory control|deep cleaning protocols|shift coordination|time allocation|equipment care,loss prevention|cash handling|specialized linens|pest control spotting|internal promotion path,problem solving|adaptability|conflict resolution|trustworthiness|mentorship readiness
senior_room_attendant,Senior Room Attendant,Hospitality,Senior,room cleaning|bed making|bathroom sanitation|supply restocking|safety compliance|staff supervision,schedule planning|cost reduction strategies|quality audits|vendor coordination|policy enforcement|performance review input|workflow optimization,cross-department liaison|crisis management|hiring support|curriculum design|budget forecasting,decisive leadership|emotional intelligence|coaching ability|strategic thinking|accountability
senior_executive_chef,Senior Executive Chef,Hospitality,Senior,financial management|menu engineering|food safety compliance|team leadership|supplier negotiation|operational oversight,budget forecasting|inventory control systems|staff recruitment|quality assurance|cost reduction strategies|health regulation adherence|vendor management|marketing alignment,sustainability certification|media appearances|special diet specialization|award applications|franchise development,strategic decision making|conflict resolution|emotional resilience|mentorship capability|cross-functional communication
junior_revenue_manager,Junior Revenue Manager,Hospitality,Junior,excel spreadsheet management|daily rate monitoring|inventory availability updates|reservation system data entry,market research basics|competitor rate scanning|client communication|gds navigation|seasonal demand assessment|administrative support|internal meetings attendance,sql basics|python for automation|digital marketing awareness|presentation design|industry certification prep,attention to detail|time management|teamwork|receptiveness to feedback
revenue_manager,Revenue Manager,Hospitality,Mid,excel spreadsheet management|daily rate monitoring|inventory availability updates|reservation system data entry|demand forecasting|pricing strategy execution,channel mix management|budget preparation|stakeholder presentations|data visualization|contract negotiation|staff supervision|market trend analysis|forecast accuracy review,machine learning tools|predictive analytics platforms|custom dashboard creation|seo principles|travel tech integration,problem solving|adaptability|collaborative leadership|communication clarity|decision making under pressure
senior_revenue_manager,Senior Revenue Manager,Hospitality,Senior,excel spreadsheet management|daily rate monitoring|inventory availability updates|reservation system data entry|strategic revenue planning|team leadership,change management|complex negotiation|mentorship|multi-property oversight|business intelligence integration|operational efficiency|brand alignment|vendor relations,predictive analytics|global travel trends|consulting expertise|ai implementation|cross-border compliance,leadership|decision making|conflict resolution|vision setting|stakeholder influence
junior_banquet_manager,Junior Banquet Manager,Hospitality,Junior,health and safety compliance|guest service standards|inventory management|event setup procedures|point of sale usage|shift coordination assistance,menu knowledge|basic communication|timeline adherence|equipment handling|cleanliness maintenance|reporting assistance|problem escalation|teamwork,multilingual abilities|basic wine pairing|av equipment familiarity|floral arrangement awareness|social media promotion,reliability|punctuality|enthusiasm|active listening|stress resilience
banquet_manager,Banquet Manager,Hospitality,Mid,health and safety compliance|guest service standards|inventory management|shift coordination assistance|budget forecasting|contract negotiation,staff supervision|upselling techniques|quality assurance checks|event billing|vendor relations|training delivery|crisis intervention|facility inspections,sustainable sourcing practices|luxury brand partnerships|catering software integration|award submissions|private chef liaison,leadership|conflict resolution|decision making|mentorship|emotional intelligence
senior_banquet_manager,Senior Banquet Manager,Hospitality,Senior,health and safety compliance|guest service standards|inventory management|shift coordination assistance|strategic planning|financial architecture,revenue management|multi-site coordination|policy creation|risk mitigation|executive presentation|stakeholder engagement|technology adoption|performance auditing,mergers and acquisitions|public speaking expertise|consulting advisory|regulatory lobbying|proprietary tech development,visionary leadership|negotiation|change management|cultural diplomacy|strategic thinking
junior_guest_relations_manager,Junior Guest Relations Manager,Hospitality,Junior,guest interaction|booking administration|complaint logging|crm usage|safety protocol adherence|loyalty program basics,shift scheduling|telephone etiquette|internal communication|local area knowledge|data accuracy|hygiene standards|equipment maintenance|basic reporting,social media management|photography skills|foreign language proficiency|menu familiarity|event coordination,empathy|patience|active listening|positivity|teamwork
guest_relations_manager,Guest Relations Manager,Hospitality,Mid,guest interaction|booking management|dispute resolution|crm administration|staff scheduling|safety oversight,budget management|vendor relations|quality auditing|team mentoring|feedback analysis|policy enforcement|cross-department collaboration|emergency planning,revenue forecasting|contract negotiation|tech integration|compliance training|marketing support,leadership|decision making|communication|accountability|conflict mediation
senior_guest_relations_manager,Senior Guest Relations Manager,Hospitality,Senior,guest interaction|booking strategy|dispute resolution|crm architecture|leadership management|safety compliance,kpi development|industry trend analysis|brand positioning|talent acquisition|stakeholder relations|digital transformation|fiscal planning|regulatory governance,public speaking|award submissions|sustainability initiatives|franchise consulting|global strategy,strategic thinking|emotional intelligence|vision casting|resilience|mentorship
junior_restaurant_manager,Junior Restaurant Manager,Hospitality,Junior,pos system usage|food safety compliance|cash reconciliation|inventory tracking|shift coordination|guest service delivery,menu knowledge|waste management|customer feedback|vendor communication|up-selling|cleanliness standards|opening closing procedures,social media posting|basic accounting|event hosting|allergy alerts|reservation system,patience|clear communication|adaptability|teamwork|time management
restaurant_manager,Restaurant Manager,Hospitality,Mid,pos system usage|food safety compliance|cash reconciliation|inventory tracking|shift coordination|performance reviews,hiring process|training programs|cost control analysis|conflict resolution|quality assurance|supplier contracts|marketing execution|data reporting,menu engineering|community relations|employee retention|digital signage|health inspection prep,leadership|decision making|emotional intelligence|coaching|resilience
senior_restaurant_manager,Senior Restaurant Manager,Hospitality,Senior,pos system usage|food safety compliance|p&l management|inventory tracking|shift coordination|culture building,capital investment|multi-unit oversight|executive recruitment|brand standards|risk management|stakeholder relations|technology roadmap|succession planning,franchise consulting|public speaking|investor relations|culinary innovation|global expansion,visionary thinking|diplomacy|change management|mentorship|negotiation
activities_director,Activities Director,Hospitality,Mid,activity program development|staff scheduling and supervision|budget tracking|guest satisfaction management|vendor coordination,inventory management|risk assessment|customer service standards|marketing support|digital booking tools|reporting and analytics|emergency response protocols|event logistics,multilingual communication|creative design software|specialized sport coaching|music production knowledge|grant writing,adaptability|conflict resolution|emotional intelligence|clear communication|teamwork
senior_activities_director,Senior Activities Director,Hospitality,Senior,activity program development|staff scheduling and supervision|budget tracking|guest satisfaction management|vendor coordination|strategic operations planning,data-driven decision making|cross-departmental collaboration|talent acquisition|market analysis|operational efficiency|resource allocation|stakeholder engagement|performance metrics monitoring,sustainability initiatives|brand identity alignment|community outreach partnerships|proprietary software integration|cultural event curation,visionary leadership|persuasive negotiation|resilience|strategic thinking|mentorship
food_and_beverage_director,Food and Beverage Director,Hospitality,Mid,operations management|cost control|inventory management|staff supervision|health and safety compliance,menu planning|vendor relationship management|guest satisfaction monitoring|pos system proficiency|marketing coordination|conflict resolution|procurement processes|training program implementation,sommelier certification|event planning expertise|sustainability initiatives|culinary arts background|multi-language fluency,communication|leadership|adaptability|problem solving|time management
senior_food_and_beverage_director,Senior Food and Beverage Director,Hospitality,Senior,operations management|cost control|inventory management|staff supervision|health and safety compliance|strategic planning,revenue management strategy|talent acquisition strategy|crisis management|supplier contract negotiation|digital transformation|cross-departmental collaboration|regulatory compliance auditing|market analysis,franchise management|sustainable sourcing expertise|corporate real estate involvement|investor relations|international expansion,visionary thinking|stakeholder management|emotional intelligence|decision making under pressure|mentorship
junior_spa_therapist,Junior Spa Therapist,Hospitality,Junior,cleaning standards|basic massage techniques|client intake|safety protocols,customer interaction|equipment handling|hydration checks|relaxation techniques|privacy confidentiality|schedule adherence|product usage basic|waste management,retail recommendations|aromatherapy basics|first aid basic|multilingual basic|specific modality learning,empathy|patience|active listening|reliability|neatness
spa_therapist,Spa Therapist,Hospitality,Mid,cleaning standards|basic massage techniques|client intake|safety protocols|personalized treatment plans,client retention strategies|complaint resolution|inventory optimization|advanced skin analysis|cross training support|revenue tracking|vendor relations|wellness programming,hot stone certification|medical aesthetics|hydrotherapy|event coordination,leadership readiness|conflict management|emotional regulation|proactive problem solving|team collaboration
senior_spa_therapist,Senior Spa Therapist,Hospitality,Senior,cleaning standards|basic massage techniques|client intake|safety protocols|personalized treatment plans|operational leadership,staff mentorship|quality control systems|marketing integration|budget management|strategic planning|policy development|industry networking|retention analytics,spa architecture input|certification instruction|luxury brand expertise,visionary leadership|negotiation skills|cultural sensitivity|decision autonomy|change management
junior_event_planner,Junior Event Planner,Hospitality,Junior,venue coordination|vendor communication|room block management|on-site logistics,microsoft excel proficiency|scheduling software usage|email communication|basic pricing research|inventory logging|client intake support,first aid certification|basic graphic design|multilingual ability|live event streaming help,attention to detail|willingness to learn|reliability|adaptability
event_planner,Event Planner,Hospitality,Mid,venue coordination|vendor communication|room block management|on-site logistics|contract negotiation,project management tools|stakeholder reporting|budget variance analysis|catering menu planning|risk assessment|marketing coordination|post-event survey management,sustainability certification|vip concierge knowledge|livestream production oversight|crisis simulation training,conflict resolution|team leadership|client relationship building|problem solving
senior_event_planner,Senior Event Planner,Hospitality,Senior,venue coordination|vendor communication|room block management|on-site logistics|contract negotiation|event design architecture,p&l ownership|global compliance standards|vendor master list management|strategic partnerships|innovation adoption|mentorship delivery|market trend analysis,ai tool implementation|international trade law knowledge|public speaking engagements|thought leadership publishing,executive presence|visionary thinking|decision making under pressure|mentorship
senior_hotel_general_manager,Senior Hotel General Manager,Hospitality,Senior,profit and loss management|operational excellence|strategic planning|financial forecasting|regulatory compliance|stakeholder relations,revenue management|staff development|quality assurance|brand compliance|risk management|budget administration|crisis response|supplier negotiations,sustainability certification|digital transformation strategy|cultural diversity training|community engagement|data analytics proficiency,emotional intelligence|effective communication|decisive leadership|conflict resolution|team motivation
junior_night_auditor,Junior Night Auditor,Hospitality,Junior,data entry|pms operation|cash balancing|nightly auditing|shift handoff|guest interaction,phone etiquette|emergency protocols|security clearance|attention to detail|local area knowledge|basic accounting|time management|compliance reading,second language|upselling methods|housekeeping sync|valet dispatch|event ticketing,reliability|patience|honesty|adaptability|teamwork
night_auditor,Night Auditor,Hospitality,Mid,data entry|pms operation|cash balancing|nightly auditing|guest interaction|financial reconciliation,variance reporting|conflict resolution|staff supervision|inventory control|billing disputes|risk assessment|vendor communication|internal control,multilingual fluency|digital marketing|loyalty program admin|spa coordinating|transport arrangement,leadership|problem solving|negotiation|delegation|communication
senior_night_auditor,Senior Night Auditor,Hospitality,Senior,data entry|pms operation|cash balancing|nightly auditing|guest interaction|operational strategy,budget planning|policy design|performance analysis|hr compliance|stakeholder management|technology integrations|quality control|audit optimization,franchise consulting|community outreach|executive reporting|sustainability initiatives|crisis management,strategic vision|mentorship|accountability|influence|cultural awareness
junior_sommelier,Junior Sommelier,Hospitality,Junior,pour wine service|label reading|hygiene standards|following serving etiquette,glassware cleaning|point of sale usage|answering guest questions|restocking supplies|observe safety protocols|store temperature control|assist senior staff,regional history|simple menu updates|loyalty programs|assist in tastings,attentiveness|patience|teamwork|reliability|clear communication
sommelier,Sommelier,Hospitality,Mid,pour wine service|label reading|hygiene standards|following serving etiquette|inventory auditing,vendor communication|writing tasting notes|cost analysis|staff wine training|organizing events|cellar rotation|managing stock levels|enforcing corkage policies,import logistics|sustainability certification|niche market identification|digital wine cataloging|social media promotion,negotiation|mentoring junior staff|adaptability|stress management|client relationship building
senior_sommelier,Senior Sommelier,Hospitality,Senior,pour wine service|label reading|hygiene standards|following serving etiquette|inventory auditing|beverage p&l management,procurement strategy|brand development|marketing initiatives|profit margin optimization|staff curriculum design|industry networking|risk management|data analytics,auction participation|winery investments|consultancy projects|proprietary blending|public speaking,strategic vision|executive presence|conflict resolution|mentorship|visionary leadership
junior_account_executive,Junior Account Executive,Advertising Services,Junior,crm software proficiency|sales pipeline management|client communication|email outreach|ad platform basics|lead generation,market research|proposal drafting|social media advertising basics|budget tracking|time management|follow-up scheduling|compliance awareness|internal coordination,google analytics basics|seo fundamentals|industry certification|networking events|competitor analysis,active listening|adaptability|enthusiasm|reliability|teamwork
account_executive,Account Executive,Advertising Services,Mid,crm software proficiency|sales pipeline management|client communication|email outreach|contract negotiation|upselling,campaign strategy|budget oversight|cross-functional collaboration|relationship retention|objection handling|competitive intelligence|performance reporting|account planning,public speaking|content creation|partner management|advanced analytics|certification training,negotiation confidence|proactive mindset|problem solving|leadership potential|empathy
senior_account_executive,Senior Account Executive,Advertising Services,Senior,crm software proficiency|sales pipeline management|client communication|contract negotiation|upselling|revenue forecasting,strategic partnerships|financial modeling|executive presentation|market expansion|sales architecture|talent development|crisis management|business planning,thought leadership|board advisory|international markets|proprietary tools|coaching certifications,visionary thinking|diplomatic leadership|conflict resolution|accountability|coaching ability
junior_account_manager,Junior Account Manager,Advertising Services,Junior,client communication|crm software|meeting logistics|content filing|social media basics|internal emails,time management|basic reporting|email etiquette|calendar maintenance|file organization|quick research|following instructions,canva usage|excel formulas|seo knowledge|transcription tools|basic photography,eagerness to learn|reliability|active listening|flexibility|positive attitude
account_manager,Account Manager,Advertising Services,Mid,client communication|account strategy|campaign production|budget oversight|analytics review|stakeholder meetings,project timelines|vendor management|contract renewal|presentation decks|upselling tactics|problem resolution|team collaboration,power bi|python scripting|google cloud platform|marketing automation|certification programs,problem solving|professional confidence|negotiation skills|conflict handling|clear articulation
senior_account_manager,Senior Account Manager,Advertising Services,Senior,client communication|revenue strategy|portfolio leadership|crisis management|talent guidance|industry partnerships,organizational foresight|resource allocation|risk mitigation|market expansion|executive negotiation|innovation oversight|performance reviews,global travel coordination|m&a advisory|public speaking|board governance|proprietary algorithms,strategic vision|emotional intelligence|decisive leadership|influence|mentorship mindset
senior_account_director,Senior Account Director,Advertising Services,Senior,strategic account planning|p&l management|client relationship stewardship|new business acquisition|media budget allocation|brand strategy alignment,campaign lifecycle management|stakeholder management|negotiation tactics|cross-department collaboration|performance metrics analysis|vendor partnerships|crisis management|compliance adherence,predictive analytics platforms|immersive advertising formats|regulatory compliance|global cultural localization|sustainable marketing practices,decisive leadership|verbal persuasion|emotional intelligence|resilience|collaborative mindset
junior_art_director,Junior Art Director,Advertising Services,Junior,design principles|adobe creative cloud|asset production|visual hierarchy,responsive layouts|stock imagery sourcing|color theory|proofreading|version control|social media formats|print specs,motion graphics|basic coding|3d visualization|photography shooting,receptive to feedback|attention to detail|team player|organized|curious
art_director,Art Director,Advertising Services,Mid,design principles|adobe creative cloud|asset production|visual hierarchy|campaign briefing,creative storytelling|vendor negotiation|timeline management|pitch decks|user experience basics|digital marketing integration|performance metrics analysis,generative ai prompting|virtual environment design|seo content alignment|live event coordination,active listening|delegation|conflict mediation|public speaking|mentorship
senior_art_director,Senior Art Director,Advertising Services,Senior,design principles|adobe creative cloud|asset production|visual hierarchy|campaign briefing|brand strategy,organizational culture building|budget forecasting|c-suite communication|innovation roadmapping|industry trend analysis|partnership development|crisis management,metaverse implementation|ai system architecture|global market expansion|ip licensing,visionary leadership|stakeholder influence|ethical decision making|adaptability|resilience
junior_copywriter,Junior Copywriter,Advertising Services,Junior,brand voice consistency|brief adherence|grammar correctness|message clarity,cms proficiency|seo integration|social media adaptation|deadline management|email standard copy|proofreading process|basic analytics reading,ai prompt utilization|visual basic layout|internal communication tools|industry news feeds|qa checklists,receptive attitude|detail orientation|written engagement|dependability|team interaction
copywriter,Copywriter,Advertising Services,Mid,brand voice consistency|brief adherence|grammar correctness|message clarity|conversion optimization|client relations,ab testing knowledge|content calendar oversight|cross channel synergy|project coordination|performance reporting|market research|automation tools usage,paid search keyword context|video outline creation|landing page conversion|user personas building|platform algorithm updates,self direction|collaborative sync|time priority|adaptability|feedback loops
senior_copywriter,Senior Copywriter,Advertising Services,Senior,brand voice consistency|brief adherence|grammar correctness|message clarity|strategic planning|creative leadership,budget overhead|vendor coordination|workflow architecture|data strategy|risk mitigation|innovation driving|stakeholder mastery,public industry speaking|global expansion lingo|contract negotiation input|mentor program design|kpi framework creation,visionary guidance|conflict resolution|executive communication|decisive action|culture shaping
senior_creative_director,Senior Creative Director,Advertising Services,Senior,creative strategy development|art direction and concept execution|creative team leadership|brand identity management|client relationship management|production workflow oversight,multichannel campaign management|marketing mix optimization|vendor and agency coordination|creative brief interpretation|performance metrics analysis|digital content standards|resource allocation planning|quality assurance processes,emerging technology adoption|ai driven creative workflows|experiential marketing design|global localization strategies|intellectual property negotiation,strategic communication|emotional intelligence|executive presence|conflict resolution|mentorship and coaching
creative_supervisor,Creative Supervisor,Advertising Services,Mid,team leadership|creative direction|campaign delivery|quality control|client communication,timeline management|brand consistency|art review|copy editing|asset production|workshop facilitation|data monitoring|style guide adherence,ai tool familiarity|video editing basics|seo content awareness|local market adaptation,conflict resolution|adaptability|empathy|verbal communication|attention to detail
senior_creative_supervisor,Senior Creative Supervisor,Advertising Services,Senior,team leadership|creative direction|campaign delivery|quality control|client communication|strategic planning,resource allocation|budget management|vendor relations|process improvement|performance analytics|risk assessment|mentorship program design|cross-department alignment,global campaign architecture|innovation lab management|ip litigation oversight|p&l responsibility,executive presence|negotiation skills|organizational influence|strategic thinking|change management
junior_brand_strategist,Junior Brand Strategist,Advertising Services,Junior,market research|consumer insights|competitor analysis|brand voice|presentation skills|content scheduling,adobe creative cloud|social media platforms|keyword research|email marketing|data visualization|timeline management|client correspondence,seo optimization|motion graphics|crm systems|google analytics certification,curiosity|attention to detail|teamwork|punctuality|open communication
brand_strategist,Brand Strategist,Advertising Services,Mid,market research|consumer insights|competitor analysis|brand voice|strategic planning|campaign management,budget allocation|channel strategy|performance analysis|vendor relationships|workshop facilitation|copy direction|trend forecasting,ai tool integration|sustainability standards|video editing|audience segmentation tools|sales enablement materials,collaboration|critical thinking|problem solving|negotiation|mentoring juniors
senior_brand_strategist,Senior Brand Strategist,Advertising Services,Senior,market research|consumer insights|competitor analysis|brand voice|leadership|business strategy,brand architecture|org development|c-suite engagement|financial forecasting|innovation pipeline|global scaling|risk management,thought leadership|venture partnerships|media buying oversight|regulatory compliance strategy|public speaking engagements,vision|emotional intelligence|conflict resolution|strategic decision making|influence
junior_digital_strategist,Junior Digital Strategist,Advertising Services,Junior,digital marketing principles|social platform management|basic reporting|content scheduling|ad copy creation|keyword research,google analytics basics|social listening|email newsletters|crm systems|microsoft excel|project management tools|customer segmentation|competitor monitoring,video editing|basic html/css|motion graphics|influencer outreach|ai content generation,attention to detail|eagerness to learn|active listening|time management|adaptability
digital_strategist,Digital Strategist,Advertising Services,Mid,digital marketing principles|social platform management|multi-channel strategy|paid media planning|performance optimization|client relationship management,google analytics certified|seo best practices|conversion rate optimization|audience targeting|campaign testing|marketing automation|budget allocation|workflow management,advanced sql|python scripting|programmatic advertising|mobile app tracking|predictive modeling,problem solving|cross-functional collaboration|clear communication|conflict resolution|mentorship
senior_digital_strategist,Senior Digital Strategist,Advertising Services,Senior,digital marketing principles|multi-channel strategy|enterprise strategy|team leadership|budget governance|digital ecosystem design,performance optimization|market analysis|seo strategy|c-suite communication|innovation management|industry trends forecasting|legacy system migration|crisis management,global market expansion|proprietary algorithm training|public speaking|thought leadership|regulatory compliance advocacy,strategic vision|executive influence|resilience|decision making under pressure|talent development
junior_media_planner,Junior Media Planner,Advertising Services,Junior,excel proficiency|media channel basics|ad trafficking|data accuracy|deadline submission|basic email comms,google analytics|social media management|budget logging|market research|slide deck creation|team coordination|kpi monitoring,cms familiarity|seo basics|trello usage|visual design,receptivity|patience|organization|curiosity|supportiveness
media_planner,Media Planner,Advertising Services,Mid,excel proficiency|media planning|campaign optimization|budget tracking|vendor communication|stakeholder reporting,advanced analytics|cross-channel strategy|audience segmentation|creative alignment|client presentations|competitive analysis|forecasting,programmatic platforms|influencer outreach|a/b testing|coding scripts,initiative|accountability|problem solving|negotiation|clarity
senior_media_planner,Senior Media Planner,Advertising Services,Senior,excel proficiency|omnichannel strategy|campaign architecture|financial forecasting|executive vendor relations|strategic reporting,ai application|data modeling|technology stacks|industry thought leadership|workflow automation|global markets|risk management,custom api integration|partnership deals|conference speaking|white paper authorship,vision|influence|crisis management|empathy|authority
junior_media_buyer,Junior Media Buyer,Advertising Services,Junior,campaign monitoring|basic ad upload|raw data compilation|platform compliance checks|schedule management|asset file verification,excel formulas|google ads interface|facebook ads manager|email correspondence|keyword tracking|audience segmentation basics|performance metrics reading|weekly report generation,canva design|simple video trimming|code snippets review|seo concepts|mobile app tracking ids,curiosity|punctuality|clear communication|receptiveness to feedback|organizational skills
media_buyer,Media Buyer,Advertising Services,Mid,bid management|optimization techniques|budget allocation|conversion tracking|client presentation|strategic adjustments,sql queries|data visualization tools|multi-channel attribution|creative briefs|vendor coordination|market research|forecast modeling|stakeholder management,programmatic buying|script automation|influencer outreach|cta copywriting|loyalty program integration,analytical mindset|collaborative spirit|proactive problem solving|time prioritization|professional demeanor
senior_media_buyer,Senior Media Buyer,Advertising Services,Senior,strategic roadmap planning|team supervision|total media mix architecture|fiscal accountability|high-level roi analysis|risk mitigation,executive negotiations|martech stack implementation|predictive modeling|cross-functional leadership|industry benchmarking|crisis management|talent mentoring|brand alignment,proprietary algorithm usage|international regulatory compliance|venture capital pitching|api integrations|custom dashboard creation,visionary leadership|decisive action|diplomatic communication|emotional intelligence|strategic foresight
junior_producer,Junior Producer,Advertising Services,Junior,campaign logistics|asset file management|schedule tracking|bid coordination,creative support|internal status updates|deadline tracking|software onboarding|research assembly|meeting minute taking|quality check prep,basic video editing|social media scheduling|copy proofreading,attention to detail|reliability|eagerness to learn|polite communication|adaptability
producer,Producer,Advertising Services,Mid,campaign logistics|asset file management|schedule tracking|bid coordination|vendor liaison|quality control standards,timeline execution|stakeholder reports|resource booking|budget variance tracking|content review processes|production troubleshooting|agency protocol compliance|data entry accuracy,motion graphics knowledge|ads management dashboards|contract clause review,conflict resolution|proactive communication|time prioritization|mentorship readiness|stress resilience
senior_producer,Senior Producer,Advertising Services,Senior,campaign logistics|asset file management|schedule tracking|bid coordination|vendor liaison|strategic resource planning,financial governance|high level reporting|talent acquisition|crisis architecture|market analysis|partnership development|innovation adoption|legacy system migration,ai workflow integration|global campaign expertise|ip development,executive presence|visionary leadership|decisive judgment|emotional intelligence|cultural influence
junior_project_manager,Junior Project Manager,Advertising Services,Junior,task tracking|creative deadline management|file asset organization|status reporting|internal communication,ad platform basics|vendor logging|qa checklists|agile methodologies|calendar scheduling|feedback collection|software utilization,design tool basic|excel basic|client email templates|social media monitoring,attention to detail|active listening|adaptability|reliability|clear writing
project_manager,Project Manager,Advertising Services,Mid,task tracking|creative deadline management|budget tracking|client communication|workflow optimization|risk identification,multi channel campaigns|agency workflows|resource allocation|performance reporting|change management|contract review|stakeholder updating|process documentation,automation tools|predictive analytics|seo knowledge|mentorship training|compliance checks,conflict resolution|decision making|assertive communication|coaching juniors|negotiation
